,housing_median_age,total_rooms,long_lat_cluster,median_income_Power2,ocean_proximity_INLAND,ocean_proximity_NEAR OCEAN,median_income_Power2_multiply_housing_median_age,median_income_Power2_divide_long_lat_cluster,median_house_value
12611,0.19995128,0.6210022,5,0.5012486,1.0,0.0,0.1002253,0.10024971961975097,160300.0
14339,1.8225651,-0.48555103,4,-0.9310272,0.0,1.0,-1.6968576,-0.23275679349899292,215000.0
12488,1.5942142,-0.757989,5,-1.4460516,1.0,0.0,-2.305316,-0.28921031951904297,93800.0
14666,0.51411223,0.023304239,4,0.30897138,0.0,1.0,0.15884596,0.07724284380674362,174900.0
20516,1.1345036,0.19416918,5,-0.51873404,1.0,0.0,-0.5885056,-0.10374680757522584,86200.0
14409,-0.5190162,-0.06569939,4,-0.057700682,0.0,1.0,0.02994759,-0.014425170607864857,175000.0
15634,1.8225651,-0.20123446,1,-1.392803,0.0,0.0,-2.538474,-1.3928029537200928,243800.0
16012,1.8225651,-0.036495224,1,1.8395416,0.0,0.0,3.3526843,1.8395415544509888,500001.0
12560,1.5178846,-1.1766813,5,-1.3899825,1.0,0.0,-2.109833,-0.27799649238586427,58200.0
6882,0.12091529,-0.09980048,0,-0.7588904,0.0,0.0,-0.091761455,0.0,179400.0
14479,-0.8433539,0.63094,4,1.6855237,0.0,1.0,-1.421493,0.4213809370994568,445700.0
14549,-0.8433539,-0.47184902,4,1.2532753,0.0,1.0,-1.0569546,0.31331881880760193,329300.0
10315,-0.8433539,-0.25336653,0,0.968369,0.0,0.0,-0.8166778,0.0,213500.0
18415,-0.924826,0.46536112,1,0.8775402,0.0,0.0,-0.811572,0.8775401711463928,250800.0
7529,0.35740978,-1.6361704,0,-0.7760777,0.0,0.0,-0.27737775,0.0,88900.0
5578,0.74788505,-2.5413923,0,-0.9417202,0.0,0.0,-0.70429844,0.0,200000.0
16908,0.4358511,0.40902242,1,2.457541,0.0,1.0,1.0711219,2.457540988922119,500001.0
7159,0.74788505,-1.0776508,0,-0.6790664,0.0,0.0,-0.50786364,0.0,145000.0
18254,0.5922002,-1.1314462,1,1.0985701,0.0,0.0,0.65057343,1.0985701084136963,359000.0
19603,-0.11752352,-1.2347009,5,-1.1131278,1.0,0.0,0.1308187,-0.22262556552886964,82800.0
20297,0.27877948,0.6520463,0,-0.65986735,0.0,1.0,-0.18395747,0.0,450000.0
3411,-0.35785517,1.2431135,0,0.60955733,0.0,0.0,-0.21813324,0.0,166200.0
12855,0.5922002,-0.73456633,5,-1.0434749,1.0,0.0,-0.6179461,-0.2086949825286865,78800.0
16061,1.5942142,-0.4240253,1,0.52399904,0.0,0.0,0.8353667,0.523999035358429,323100.0
6139,0.27877948,0.52849317,0,0.17615233,0.0,0.0,0.049107656,0.0,158400.0
18771,0.12091529,-0.8342527,3,-1.6910766,1.0,0.0,-0.20447703,-0.5636922121047974,48100.0
4088,0.35740978,1.0218168,0,0.5346394,0.0,0.0,0.19108535,0.0,425900.0
13472,-1.8297834,-0.9750516,0,0.8264512,1.0,0.0,-1.5122267,0.0,122400.0
15965,0.19995128,0.20108172,1,0.8782282,0.0,0.0,0.17560285,0.8782281875610352,264100.0
14791,-0.037821658,-0.19848451,4,-0.76795626,0.0,1.0,0.029045379,-0.19198906421661377,135600.0
397,1.6704355,-0.9063296,1,0.23957458,0.0,0.0,0.4001939,0.2395745813846588,216700.0
8897,0.27877948,-0.26949292,0,-0.51183355,0.0,0.0,-0.14268869,0.0,353600.0
2766,-0.68086463,-0.086067334,4,-0.5371533,1.0,0.0,0.36572868,-0.13428832590579987,62800.0
6877,0.5922002,0.8786807,0,-0.8433692,0.0,0.0,-0.4994434,0.0,185000.0
10950,0.8254944,-2.2779772,0,0.050854553,0.0,0.0,0.041980147,0.0,158000.0
5839,0.041660286,0.085042894,0,0.55056274,0.0,0.0,0.022936601,0.0,341200.0
11268,0.35740978,0.7073197,0,0.11411586,0.0,0.0,0.04078612,0.0,211400.0
7324,0.12091529,-0.32556787,0,-0.9834952,0.0,0.0,-0.11891961,0.0,156100.0
15534,-1.4989794,0.679027,4,-0.06324677,0.0,0.0,0.09480561,-0.01581169292330742,190500.0
610,-0.68086463,1.1147217,1,0.77557456,0.0,0.0,-0.5280613,0.7755745649337769,188300.0
6744,1.1345036,-0.5110628,0,0.46779785,1.0,0.0,0.5307183,0.0,272600.0
8778,0.19995128,1.1705018,0,0.3530009,0.0,0.0,0.070582986,0.0,277900.0
827,0.51411223,-0.9038583,1,0.7249238,0.0,0.0,0.3726922,0.7249237895011902,174100.0
9232,-1.4165713,0.918863,2,-0.05224388,1.0,0.0,0.07400718,-0.026121940463781357,74600.0
8957,-0.2775492,-1.0452522,0,-0.972867,0.0,0.0,0.27001846,0.0,340600.0
9241,-1.2521273,-0.64846903,2,0.5435229,1.0,0.0,-0.6805599,0.2717614471912384,111800.0
3669,1.1345036,-0.92865765,0,-1.1421236,0.0,0.0,-1.2957433,0.0,161600.0
4817,1.5178846,-0.7357329,0,-0.90655273,0.0,0.0,-1.3760425,0.0,123700.0
2806,0.041660286,0.7741194,2,0.3340677,1.0,0.0,0.013917356,0.167033851146698,84400.0
207,0.67012244,0.18232837,1,-1.1440654,0.0,0.0,-0.7666639,-1.1440653800964355,132500.0
2021,1.8225651,-2.2122273,2,-1.7785294,1.0,0.0,-3.2414856,-0.889264702796936,52500.0
10208,0.4358511,-0.21504928,0,0.97306603,0.0,0.0,0.4241119,0.0,235600.0
12750,0.4358511,0.1886093,5,-1.1029273,1.0,0.0,-0.4807121,-0.22058546543121338,116500.0
15058,-0.5998577,0.9224168,4,1.5103499,0.0,0.0,-0.90599495,0.3775874674320221,294700.0
4432,1.5942142,-0.77450085,0,-0.9052005,0.0,0.0,-1.4430834,0.0,114000.0
6566,0.8254944,0.33154207,0,0.9123272,1.0,0.0,0.75312096,0.0,207400.0
12566,1.5178846,0.77677333,5,-1.3028281,1.0,0.0,-1.9775426,-0.26056561470031736,86600.0
17712,-0.2775492,-0.41888905,1,0.96235704,0.0,0.0,-0.26710144,0.9623570442199707,231400.0
15702,1.8225651,0.92832094,1,1.4070965,0.0,0.0,2.564525,1.4070965051651,500001.0
5702,0.67012244,-0.12238102,0,0.9082418,0.0,0.0,0.6086332,0.0,261300.0
14430,-0.2775492,-0.43433446,4,0.08406303,0.0,1.0,-0.023331627,0.02101575769484043,317100.0
17867,-0.19743578,-0.39136302,1,0.7636675,0.0,0.0,-0.1507753,0.7636675238609314,225800.0
15408,-1.0064436,0.68663085,4,-1.2436231,0.0,0.0,1.2516366,-0.310905784368515,148800.0
18997,-1.0882025,0.49978024,1,1.2777739,1.0,0.0,-1.3904767,1.2777738571166992,151700.0
11998,0.041660286,-2.2932563,0,-1.5389134,1.0,0.0,-0.064111575,0.0,164300.0
13512,0.9802747,-0.8841598,0,-1.6292361,1.0,0.0,-1.597099,0.0,67300.0
15957,1.8225651,-0.48343775,1,0.36064538,0.0,1.0,0.6572997,0.3606453835964203,246200.0
19301,-0.5190162,-0.8126014,1,0.07111953,0.0,0.0,-0.036912188,0.0711195319890976,233700.0
6294,-0.11752352,-0.3582011,0,0.18857749,0.0,0.0,-0.02216229,0.0,131100.0
19334,-1.6641525,1.6349202,1,0.23583755,0.0,0.0,-0.39246964,0.23583754897117615,195100.0
12578,0.67012244,-0.12500748,5,-0.99786097,1.0,0.0,-0.668689,-0.1995721936225891,80600.0
8150,0.5922002,-0.19026098,0,1.6252464,0.0,0.0,0.9624713,0.0,254400.0
5777,-0.8433539,-0.28672102,0,0.009799049,0.0,0.0,-0.008264067,0.0,177100.0
8569,-0.11752352,-0.53038037,0,1.0465349,0.0,0.0,-0.12299246,0.0,500001.0
9438,-1.334286,0.45462906,2,-0.80528444,1.0,0.0,1.0744797,-0.40264222025871277,105000.0
14423,-0.037821658,-0.5607435,4,0.19602269,0.0,1.0,-0.0074139033,0.049005672335624695,270000.0
4868,1.2114224,-0.830633,0,-1.5534478,0.0,0.0,-1.8818816,0.0,275000.0
12824,-0.2775492,-0.81380004,5,0.74388856,1.0,0.0,-0.20646568,0.14877771139144896,135500.0
3372,0.35740978,0.66416097,0,0.33121112,0.0,0.0,0.118378095,0.0,191100.0
20611,-0.11752352,-0.2790448,5,-1.7529794,1.0,0.0,0.20601632,-0.3505958795547485,47000.0
9816,0.8254944,-1.3576659,1,0.34595522,0.0,1.0,0.2855841,0.3459552228450775,253800.0
16403,0.51411223,-1.5973969,5,-0.2384298,1.0,0.0,-0.12257968,-0.047685959935188295,177100.0
3227,0.27877948,0.082023054,2,-1.7113073,1.0,0.0,-0.47707736,-0.8556536436080933,43100.0
4807,1.6704355,-0.9549072,0,-0.30480927,0.0,0.0,-0.5091642,0.0,130300.0
6795,-0.35785517,1.0056549,0,-0.67820925,0.0,0.0,0.24270068,0.0,170000.0
12730,0.041660286,-0.8161989,5,1.01157,1.0,0.0,0.042142294,0.20231399536132813,265700.0
8911,0.041660286,-0.47816288,0,-0.6751234,0.0,0.0,-0.028125834,0.0,375000.0
10380,-1.5815074,1.1014142,0,0.13461012,0.0,0.0,-0.2128869,0.0,196700.0
1448,0.4358511,-0.8512018,1,0.35814273,0.0,0.0,0.1560969,0.3581427335739136,161000.0
4463,0.51411223,0.09779453,0,-0.49600217,0.0,0.0,-0.25500077,0.0,129300.0
19432,-1.4165713,-0.40253472,5,0.43165973,1.0,0.0,-0.6114768,0.0863319456577301,162800.0
6297,-1.0882025,2.7382107,0,0.9011219,0.0,0.0,-0.9806031,0.0,226200.0
4601,-0.35785517,-2.1971602,0,-1.3921353,0.0,0.0,0.4981828,0.0,225000.0
7839,1.0574557,-1.375952,0,0.19424929,0.0,0.0,0.20541,0.0,145800.0
5561,0.67012244,-0.300229,0,-1.1131278,0.0,0.0,-0.7459319,0.0,175900.0
4726,1.8225651,-0.5014632,0,0.07111953,0.0,0.0,0.12961997,0.0,440900.0
6167,0.51411223,-1.4816217,0,0.45300257,0.0,0.0,0.23289417,0.0,161300.0
20429,-1.4165713,0.6607806,0,1.7039865,0.0,0.0,-2.4138184,0.0,361900.0
17058,0.90295583,1.1688781,1,0.0026905825,0.0,1.0,0.0024294772,0.002690582536160946,361900.0
8319,0.27877948,0.8146568,0,-1.5868238,0.0,0.0,-0.4423739,0.0,100000.0
308,1.7465514,0.005801727,1,-0.2138862,0.0,0.0,-0.37356323,-0.21388620138168335,120100.0
8804,-0.5190162,3.0288472,0,1.8732581,0.0,1.0,-0.9722513,0.0,500001.0
18209,-0.5998577,2.6211367,1,0.5279898,0.0,0.0,-0.31671876,0.5279898047447205,267400.0
3612,0.51411223,-0.561835,0,0.6637672,0.0,0.0,0.34125084,0.0,177200.0
4234,1.8225651,-0.12238102,0,1.5578645,0.0,0.0,2.8393095,0.0,500001.0
2255,-1.0064436,1.6147166,2,-0.32072166,1.0,0.0,0.32278827,-0.16036082804203033,80800.0
978,-1.2521273,1.473966,1,1.5927794,0.0,0.0,-1.9943626,1.5927793979644775,393200.0
804,0.35740978,-0.88661534,1,0.19670428,0.0,0.0,0.070304036,0.19670428335666656,158200.0
16682,0.8254944,-0.40457222,2,-0.5252119,0.0,0.0,-0.43355948,-0.2626059353351593,195200.0
14623,1.0574557,-1.041385,4,-1.0397506,0.0,1.0,-1.0994902,-0.2599376440048218,145200.0
8083,0.4358511,0.47209477,0,-0.91272044,0.0,1.0,-0.39781022,0.0,204800.0
1475,-0.68086463,0.99823815,1,-0.4325841,0.0,0.0,0.29453123,-0.43258410692214966,166700.0
11842,-0.68086463,-0.7404036,5,0.009799049,1.0,0.0,-0.006671826,0.001959809847176075,96600.0
10245,-0.2775492,0.6775957,0,1.6390498,0.0,0.0,-0.45491695,0.0,299200.0
11106,0.19995128,0.77323294,0,0.52222866,0.0,0.0,0.10442029,0.0,187100.0
4059,0.74788505,-0.6963456,0,-0.48027825,0.0,0.0,-0.35919294,0.0,304500.0
8883,1.8225651,-0.56292695,0,1.7862432,0.0,0.0,3.2555444,0.0,500001.0
11341,-1.0882025,0.25378796,0,0.050488528,0.0,0.0,-0.05494174,0.0,141600.0
504,1.2114224,-1.144692,1,-1.4653283,0.0,0.0,-1.7751316,-1.465328335762024,147900.0
18530,1.4414437,0.22364107,1,-0.77086323,0.0,1.0,-1.111156,-0.7708632349967957,229400.0
8373,-0.5998577,0.4189738,0,-1.7955718,0.0,0.0,1.0770875,0.0,157500.0
8742,-0.5190162,0.2929266,0,1.5992129,0.0,0.0,-0.8300174,0.0,379500.0
13615,0.8254944,0.82022214,0,-1.1536793,1.0,0.0,-0.95235574,0.0,87500.0
6004,0.5922002,0.5349042,0,-0.5391161,1.0,0.0,-0.31926465,0.0,124000.0
16661,0.67012244,-0.73456633,2,-0.21810114,0.0,1.0,-0.14615448,-0.10905057191848755,225000.0
10849,-1.1700983,0.3495066,0,0.35249862,0.0,0.0,-0.41245803,0.0,180900.0
19784,-1.1700983,-1.5840526,3,-0.94037384,1.0,0.0,1.1003299,-0.31345794598261517,102100.0
5216,1.1345036,-1.4657441,0,-1.9642107,0.0,0.0,-2.2284043,0.0,90400.0
8056,0.12091529,0.8253374,0,-1.0687283,0.0,1.0,-0.1292256,0.0,151900.0
5686,0.4358511,0.20590153,0,1.2690703,0.0,0.0,0.5531257,0.0,367100.0
9313,0.67012244,1.2755321,1,1.2952092,0.0,0.0,0.8679487,1.2952091693878174,487800.0
16884,0.5922002,1.5974352,1,1.7926577,0.0,1.0,1.0616122,1.792657732963562,500001.0
4119,1.8225651,0.9341981,0,1.104033,0.0,0.0,2.012172,0.0,293900.0
9848,-0.924826,1.3448069,1,1.3471297,0.0,1.0,-1.2458606,1.3471297025680542,339100.0
6356,-1.5815074,-1.304689,0,0.2916632,1.0,0.0,-0.46126753,0.0,179600.0
6623,1.8225651,-0.3601958,0,0.30614057,0.0,0.0,0.5579611,0.0,175000.0
8881,0.12091529,1.0323591,0,0.43898213,0.0,0.0,0.053079654,0.0,435100.0
14943,-0.924826,0.9889103,4,-0.6860941,0.0,0.0,0.63451767,-0.17152352631092072,158300.0
8667,0.27877948,-0.020072676,0,1.136822,0.0,1.0,0.31692263,0.0,500001.0
17677,-1.0064436,0.56910104,1,-0.5935634,0.0,0.0,0.5973881,-0.5935633778572083,127900.0
9716,-1.8297834,2.367977,1,0.18823542,0.0,0.0,-0.34443006,0.18823541700839996,168900.0
2225,-0.8433539,0.46198347,2,1.7493776,1.0,0.0,-1.4753444,0.8746888041496277,188300.0
12600,0.9802747,0.7513351,5,-1.1049693,1.0,0.0,-1.0831734,-0.22099385261535645,73500.0
5705,0.35740978,-0.2580951,0,1.0554174,0.0,0.0,0.3772165,0.0,326600.0
16646,0.27877948,-1.3199519,2,-0.8134726,0.0,1.0,-0.22677948,-0.4067363142967224,165900.0
349,1.2114224,-0.8976891,1,-0.99711,0.0,0.0,-1.2079214,-0.9971100091934204,88800.0
10509,-1.5815074,0.9559035,0,1.5194703,0.0,0.0,-2.4030538,0.0,318300.0
16810,0.27877948,0.783385,1,-0.018625021,0.0,1.0,-0.0051922738,-0.01862502098083496,232400.0
3027,0.4358511,-0.63607174,2,-1.0194271,1.0,0.0,-0.4443184,-0.5097135305404663,26600.0
11703,-1.0064436,-0.08009798,0,1.2826525,0.0,0.0,-1.2909174,0.0,321600.0
10426,-1.8297834,-1.2455953,0,0.73591757,0.0,1.0,-1.3465698,0.0,220700.0
2899,0.51411223,-2.5467062,2,-1.3303967,1.0,0.0,-0.6839732,-0.6651983261108398,47500.0
18565,-0.924826,0.3799056,1,-0.8979275,0.0,0.0,0.83042675,-0.8979275226593018,151700.0
3401,0.041660286,0.593276,0,-0.3125106,0.0,0.0,-0.013019281,0.0,230200.0
12637,-0.35785517,0.1934752,5,-0.20175408,1.0,0.0,0.07219874,-0.04035081565380096,67300.0
14276,0.74788505,-0.6304562,4,-1.6457804,0.0,1.0,-1.2308546,-0.41144511103630066,80200.0
10642,0.74788505,-0.30410594,0,0.40738106,0.0,0.0,0.3046742,0.0,433300.0
5887,0.8254944,-1.9200628,0,-0.9648212,0.0,0.0,-0.79645455,0.0,17500.0
5505,-0.43834656,1.4813612,0,0.57722014,0.0,0.0,-0.25302246,0.0,366900.0
3542,-0.68086463,1.8786247,0,2.1076794,0.0,0.0,-1.4350443,0.0,500001.0
12497,1.8225651,0.6607806,5,0.6881234,1.0,0.0,1.2541497,0.13762468099594116,233800.0
7386,0.12091529,-1.3717251,0,-1.3367865,0.0,0.0,-0.16163793,0.0,105100.0
659,0.5922002,-1.1806997,1,0.33932534,0.0,0.0,0.20094854,0.33932533860206604,191500.0
19954,0.74788505,0.6339056,2,-0.75983155,1.0,0.0,-0.56826663,-0.3799157738685608,67000.0
1236,-1.2521273,1.1498699,5,-0.6862657,1.0,0.0,0.85929203,-0.13725314140319825,123500.0
18972,-2.2457302,-0.03072542,1,0.9859153,1.0,0.0,-2.2140996,0.9859153032302856,191300.0
14907,0.19995128,1.3080212,4,0.44681126,0.0,1.0,0.08934048,0.1117028146982193,160100.0
5952,0.12091529,1.138593,0,-0.38768998,1.0,0.0,-0.04687765,0.0,192100.0
15861,1.8225651,0.76300234,1,0.12841323,0.0,0.0,0.23404147,0.12841323018074036,253700.0
9214,0.041660286,-0.08692203,2,-1.3343546,1.0,0.0,-0.055589598,-0.6671773195266724,79200.0
17000,-0.43834656,1.8597438,1,1.1487561,0.0,0.0,-0.50355333,1.1487561464309692,391000.0
18662,-0.76203185,1.6717628,1,0.74033386,0.0,1.0,-0.56415796,0.7403338551521301,283500.0
13070,-1.4989794,0.23578277,5,-0.84923774,1.0,0.0,1.2729899,-0.1698475480079651,112500.0
18737,-1.0064436,0.4687334,3,-1.3399001,1.0,0.0,1.348534,-0.4466333786646525,81600.0
10259,-0.8433539,-2.1871378,0,0.71410894,0.0,0.0,-0.6022466,0.0,187500.0
1412,1.2114224,0.06682626,1,0.7365706,0.0,0.0,0.89229816,0.7365705966949463,232100.0
18327,1.8225651,-0.25998986,1,2.29449,0.0,0.0,4.1818576,2.294490098953247,500001.0
14136,0.4358511,-0.15507852,4,-0.4078705,0.0,1.0,-0.17777081,-0.10196762531995773,129200.0
2094,-0.43834656,0.9341981,2,-1.6372485,1.0,0.0,0.71768224,-0.8186242580413818,50600.0
16091,1.3648887,0.22364107,1,-0.23264565,0.0,1.0,-0.3175354,-0.232645645737648,112500.0
12289,0.90295583,0.13531753,4,-1.3038286,1.0,0.0,-1.1772996,-0.32595714926719666,73200.0
14271,0.74788505,-1.4298794,4,-1.8758376,0.0,1.0,-1.4029108,-0.46895939111709595,65700.0
6335,-0.2775492,0.46761107,0,1.3534344,0.0,0.0,-0.37564465,0.0,311100.0
2604,-0.5190162,0.7049857,3,-0.8770056,0.0,1.0,0.4551801,-0.29233519236246747,119400.0
14508,-1.9958508,1.1187878,4,0.28464335,0.0,1.0,-0.56810564,0.07116083800792694,267000.0
19630,-0.8433539,0.48435032,5,-1.5254885,1.0,0.0,1.2865267,-0.30509769916534424,156900.0
13478,-0.19743578,-0.6963456,0,-0.40197867,1.0,0.0,0.07936497,0.0,96800.0
12425,-1.4989794,-0.3492487,4,-1.5177273,1.0,0.0,2.275042,-0.379431813955307,65400.0
17484,-0.19743578,-0.32164827,2,-0.35193926,0.0,1.0,0.0694854,-0.17596963047981262,198400.0
1793,1.4414437,0.79083693,1,0.33628646,0.0,0.0,0.484738,0.3362864553928375,274500.0
18568,1.5178846,-0.2618866,1,0.052904908,0.0,0.0,0.08030354,0.05290490761399269,194500.0
6417,1.2114224,0.28260386,0,-0.3162414,1.0,0.0,-0.38310194,0.0,185600.0
6888,0.12091529,-0.5185565,0,-0.8106586,0.0,0.0,-0.09802102,0.0,187500.0
6207,0.35740978,-0.35919815,0,1.062022,0.0,0.0,0.37957704,0.0,274700.0
17995,0.35740978,0.016171997,1,1.7117137,0.0,0.0,0.6117832,1.7117136716842651,283000.0
6002,0.67012244,0.1251249,0,-0.47722137,1.0,0.0,-0.31979674,0.0,139200.0
8719,-0.11752352,0.6965469,0,1.0336009,0.0,0.0,-0.12147242,0.0,379000.0
6017,0.8254944,0.5407568,0,0.276028,1.0,0.0,0.22785957,0.0,131300.0
16405,1.2114224,-1.7406795,5,-0.10780826,1.0,0.0,-0.13060135,-0.021561652421951294,125000.0
16219,-0.43834656,0.48490334,5,-0.39558718,1.0,0.0,0.17340428,-0.07911743521690369,113700.0
17868,-0.76203185,0.058390226,1,0.88559383,0.0,0.0,-0.6748507,0.885593831539154,255100.0
13942,-1.2521273,1.2951258,0,1.6267858,1.0,0.0,-2.0369427,0.0,253800.0
8933,0.041660286,-0.33343035,0,0.061740488,0.0,0.0,0.0025721265,0.0,500000.0
7105,0.51411223,-0.13291311,0,0.62716174,0.0,0.0,0.32243153,0.0,206300.0
16620,-0.8433539,0.7754477,2,0.17629,0.0,1.0,-0.14867488,0.08814500272274017,279400.0
12903,-0.5190162,-0.28383878,5,-0.7649633,1.0,0.0,0.39702836,-0.15299266576766968,142200.0
4104,0.8254944,-0.45197114,0,0.5269645,0.0,0.0,0.43500623,0.0,385900.0
12541,1.8225651,-0.28479904,5,0.105574444,1.0,0.0,0.1924163,0.02111488878726959,137800.0
4132,1.8225651,0.26499715,0,-0.21810114,0.0,0.0,-0.39750353,0.0,214200.0
7400,0.4358511,-1.2510542,0,-1.4584458,0.0,0.0,-0.6356652,0.0,105900.0
15460,-1.4165713,0.32591715,4,0.3655165,0.0,1.0,-0.5177802,0.09137912839651108,87500.0
9835,0.5922002,-1.346454,1,-0.08555137,0.0,0.0,-0.050663542,-0.08555137366056442,339100.0
2985,1.0574557,-1.0208337,2,-1.5941727,1.0,0.0,-1.6857669,-0.7970863580703735,39400.0
10241,-0.924826,0.6837844,0,0.12099409,0.0,0.0,-0.11189848,0.0,265500.0
19424,-0.2775492,-2.3944123,5,0.054587148,1.0,0.0,-0.01515062,0.010917429625988007,131300.0
2497,-0.8433539,-1.4284508,2,-0.8522132,1.0,0.0,0.71871734,-0.42610660195350647,112500.0
18159,-0.037821658,0.28130808,1,1.4287454,0.0,0.0,-0.05403752,1.4287453889846802,411900.0
13093,-0.5998577,0.41838825,5,0.66282123,1.0,0.0,-0.39759842,0.1325642466545105,125500.0
17765,1.1345036,-0.53038037,1,-0.5956178,0.0,0.0,-0.6757305,-0.5956177711486816,153300.0
3775,-1.1700983,-1.7883947,0,0.44185477,0.0,0.0,-0.51701355,0.0,275000.0
18243,-0.35785517,1.0038035,1,0.1065016,0.0,0.0,-0.03811215,0.10650160163640976,275000.0
7326,0.9802747,-2.0243318,0,-0.2764281,0.0,0.0,-0.27097547,0.0,132100.0
16875,0.90295583,0.22228566,1,1.1415243,0.0,1.0,1.030746,1.141524314880371,422400.0
14499,-1.0882025,-0.9211975,4,0.058969934,0.0,1.0,-0.064171225,0.014742483384907246,180100.0
11435,-0.2775492,0.27611145,0,1.3224177,0.0,1.0,-0.36703598,0.0,344000.0
13202,-0.11752352,0.021721128,0,-1.6400568,1.0,0.0,0.19274525,0.0,91300.0
12306,-0.5998577,0.7938947,4,0.044251647,1.0,0.0,-0.02654469,0.011062911711633205,161100.0
17607,-0.19743578,-0.2656859,1,1.7833745,0.0,0.0,-0.35210195,1.783374547958374,424600.0
1204,0.12091529,-1.1526628,5,-0.830176,1.0,0.0,-0.10038097,-0.16603519916534423,81300.0
19233,-0.68086463,0.47153634,1,0.74908066,0.0,0.0,-0.5100225,0.7490806579589844,190500.0
9887,1.8225651,-1.2661065,1,-1.3933966,0.0,0.0,-2.539556,-1.3933966159820557,146900.0
4193,0.9802747,-0.9038583,0,-0.2747837,0.0,0.0,-0.2693635,0.0,204200.0
